formation info;OuiInit;OuiHors;Non;type formation info;Famis;FPres;FL;FH;formation magistère;Capacité résolution problème;Insertion professionnelle;Citoyen numérique;Missions école;Transversalité;Facilité de mise en oeuvre;Clarté des objectifs;Aisance avec les connaissances;;décision enseignement;dvm;sollicitcollec;sollicitinstit;collègues enseignent code;matériels ressources pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;LLSH;Enseignement;Informatique;ST;Autre;raisons non inscription MOOC;ecriture prog;definition pensée info;prog affichage;prog tri;prog déplacement robot;usages numériques;AL;RS;Vidéos;Musique;mettre en ligne;Mettreenligne;Mettreenlignepro;Rien;niveau classe;PS;MS;GS;CP;CE1;CE2;CM1;CM2;années exp;département;genre;diplome option info;bac;enseignement code;label
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Mettreenligne;VRAI;FAUX;FAUX;"PS;CM2";VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;10;33;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;2;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;16;64;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;3;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;2;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;25;64;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;2;2;1;2;1;;;FAUX;FAUX;FAUX;Non;0;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS";VRAI;VRAI;FAUX;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;MS";FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;13;64;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;14;38;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;3;1;2;1;;;FAUX;FAUX;FAUX;Non;2;3;4;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;CE1;CP";FAUX;FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;8;26;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;0;3;3;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;18;38;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;4;3;2;2;2;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;CP";FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;15;38;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;4;3;2;3;2;;;FAUX;FAUX;FAUX;Non;0;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Oui;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;35;38;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;3;3;2;3;2;3;;;FAUX;FAUX;FAUX;Non;0;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;2;Oui;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;32;7;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;1;1;1;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;2;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;28;64;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;1;2;2;2;1;;;FAUX;FAUX;FAUX;Non;1;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;15;74;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;2;2;1;1;1;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;15;74;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;2;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;0;5;3;Oui;Oui;"LLSHS;Enseignement;Autre";VRAI;VRAI;FAUX;FAUX;VRAI;;1;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;15;73;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;0;2;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"Musique;Vidéos";FAUX;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;28;64;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;4;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;GS;MS;CP";VRAI;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;15;26;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;2;2;2;1;;;FAUX;FAUX;FAUX;Non;0;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;12;38;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;4;2;1;1;2;1;;;FAUX;FAUX;FAUX;Non;2;2;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;MS;CP";FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;12;74;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;2;3;1;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;15;73;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;2;1;1;1;;;FAUX;FAUX;FAUX;Non;0;5;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;25;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;1;1;1;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;30;74;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;4;3;3;1;1;1;;;FAUX;FAUX;FAUX;;0;5;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;;FAUX;FAUX;FAUX;FAUX;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;12;74;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;17;33;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;0;2;2;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;GS;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;20;74;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;5;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;27;73;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;1;1;3;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;3;2;1;Oui;;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;16;26;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;4;2;2;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;"Mettreenligne;Mettreenlignepro";VRAI;VRAI;FAUX;"PS;GS;MS;CP";VRAI;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;14;73;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;2;2;2;3;2;2;1;;;FAUX;FAUX;FAUX;Non;1;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;8;74;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;2;2;3;3;1;;;FAUX;FAUX;FAUX;Oui;3;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;24;74;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;1;2;1;1;1;;;FAUX;FAUX;FAUX;Non;0;2;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;13;73;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;1;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;CM2;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;24;26;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;2;2;3;3;3;2;;;FAUX;FAUX;FAUX;Non;0;5;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;MS";VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;25;74;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;4;3;3;3;4;1;1;1;;;FAUX;FAUX;FAUX;Non;0;3;3;Oui;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CP;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;35;73;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;1;3;2;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;2;Oui;Oui;Enseignement;FAUX;VRAI;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;10;74;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;1;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;0;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Pasinteressant;0;Non;Non;Non;Non;"Musique;Vidéos";FAUX;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CM1;CE2";FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;4;49;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;4;2;2;2;3;1;;;FAUX;FAUX;FAUX;Oui;1;3;1;Oui;Oui;LLSHS;VRAI;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"GS;CE1;CE2";FAUX;FAUX;VRAI;FAUX;VRAI;VRAI;FAUX;FAUX;4;85;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;3;2;2;1;2;1;;;FAUX;FAUX;FAUX;Non;0;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;4;72;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;1;3;1;2;1;1;1;;;FAUX;FAUX;FAUX;Non;1;2;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CM1;CE2;CM2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;VRAI;VRAI;3;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;3;3;3;3;2;3;;;FAUX;FAUX;FAUX;Non;0;5;1;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;CM1;MS;CP;CM2";FAUX;VRAI;VRAI;VRAI;FAUX;FAUX;VRAI;VRAI;1;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;4;Oui;Oui;Autre;FAUX;FAUX;FAUX;FAUX;VRAI;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"PS;CE2";VRAI;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;4;44;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;1;1;2;2;1;;;FAUX;FAUX;FAUX;Non;1;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;Vidéos";VRAI;FAUX;VRAI;VRAI;;FAUX;FAUX;FAUX;"PS;GS;CE1;MS;CP";VRAI;VRAI;VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;3;16;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;5;86;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;4;1;2;2;2;1;;;FAUX;FAUX;FAUX;Non;0;3;0;Oui;Oui;LLSHS;VRAI;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;2;44;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;3;3;2;2;1;;;FAUX;FAUX;FAUX;Non;0;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;1;24;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;3;3;3;2;1;1;;;FAUX;FAUX;FAUX;Non;1;5;3;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;Neconnaitpas;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CM1;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;3;33;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;4;4;3;3;2;1;1;;;FAUX;FAUX;FAUX;Non;0;3;1;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CE1;CP";FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;3;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;3;4;2;2;1;2;1;;;FAUX;FAUX;FAUX;Non;0;3;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;CE1;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;4;33;F;Non;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;3;3;2;2;2;;;FAUX;FAUX;FAUX;Non;1;3;4;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;RS;Vidéos";VRAI;VRAI;VRAI;FAUX;Rien;FAUX;FAUX;VRAI;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;1;73;F;Non;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;3;2;2;2;2;2;;;FAUX;FAUX;FAUX;Non;2;2;0;Non;;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"GS;CP";FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;9;79;F;Oui;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;2;2;2;2;2;2;2;;;FAUX;FAUX;FAUX;Non;1;3;2;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;1;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Rien;FAUX;FAUX;VRAI;"CM1;CM2";FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;13;33;F;Oui;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;1;1;1;1;1;1;1;1;;;FAUX;FAUX;FAUX;Non;1;5;2;Oui;Non;;FAUX;FAUX;FAUX;FAUX;FAUX;ManAppNotOK;0;Non;Non;Non;Non;"AL;Musique;RS;Vidéos";VRAI;VRAI;VRAI;VRAI;Mettreenligne;VRAI;FAUX;FAUX;"CE1;CE2";FAUX;FAUX;FAUX;FAUX;VRAI;VRAI;FAUX;FAUX;19;33;F;Oui;L;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;3;3;4;3;3;2;3;2;;;FAUX;FAUX;FAUX;Non;0;2;3;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;2;Oui;Non;Non;Non;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;"PS;GS;MS";VRAI;VRAI;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;16;64;F;Oui;ES;Non;2
Non;FAUX;FAUX;VRAI;;FAUX;FAUX;FAUX;FAUX;;2;2;2;1;2;3;3;1;;;FAUX;FAUX;FAUX;Non;0;2;0;Oui;Neconnaitpas;;FAUX;FAUX;FAUX;FAUX;FAUX;;0;Non;Non;Non;Non;"AL;Vidéos";VRAI;FAUX;VRAI;FAUX;;FAUX;FAUX;FAUX;PS;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;8;33;F;Oui;ES;Non;2
